QuerySId;SessionSId;UserSId;NoP;NoS;NoA;NoT;NoAtt;NCP;NCS;NCA;NCT;NCAtt;zNoP;zNoS;zNoA;zNoT;zNoAtt;zNCP;zNCF;zNCA;zNCT;zNCAtt;RED;Edit index;Jaccard index;Cosine index;Common fragments index;Common tables index;Vote;ExplorationSId;GroundTruth;ChangeSession
708;12;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;0.930895652928769;0.9;0.6;0;15;0;0
709;12;4;3;2;1;3;7;2;1;1;2;4;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;6;0.4;0.5;0.975321304444756;0.6;0.4;1;15;0;0
710;12;4;4;5;1;4;10;2;2;0;3;6;0.332092548;0.242052298;-0.575946454;0.721008415;0.600744206;-0.827953997;-0.442326484;-1.705028807;0.027568961;-0.327358099;9;0.1;0.4375;0.944735546343659;0.7;0.6;1;15;0;0
711;12;4;3;4;1;3;7;3;4;1;3;7;-0.548186571;0.242052298;-0.575946454;-0.281161332;-0.391591016;-0.116442845;0.34153269;-0.249101305;0.027568961;-0.0421322;3;0.7;0.785714285714286;0.938489160705602;1;0.6;0;15;0;0
712;12;4;2;1;1;2;4;2;1;1;2;4;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;5;0.5;0.545454545454545;0.908688222502243;0.6;0.4;1;15;0;0
713;12;4;2;1;1;2;4;2;1;1;2;4;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;0;1;1;1;0.6;0.4;0;15;0;0
714;12;4;2;1;1;2;4;1;0;1;1;1;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-1.539465148;-0.442326484;-0.249101305;-1.701923834;-1.753487593;6;0.4;0.333333333333333;0.930260509419063;0.3;0.2;1;15;0;0
715;12;4;3;2;1;3;7;2;1;1;2;4;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.666666666666667;0.965609099170535;0.6;0.4;1;15;0;0
716;12;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;0.975321304444756;0.9;0.6;0;15;0;0
717;12;4;3;3;1;3;7;3;2;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;1;0.9;0.9;0.991008166818401;0.9;0.6;0;15;0;0
718;12;4;3;3;1;3;7;3;3;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;0;1;1;0.991737574848784;1;0.6;0;15;0;0
719;12;4;3;4;1;3;7;3;3;1;3;7;-0.548186571;0.242052298;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;1;0.9;0.909090909090909;0.993316668809674;1;0.6;0;15;0;0
720;12;4;4;4;2;3;8;3;4;1;3;7;0.332092548;0.242052298;1.107176568;-0.281161332;-0.060812608;-0.116442845;0.34153269;-0.249101305;0.027568961;-0.0421322;2;0.8;0.846153846153846;0.986013297183269;1;0.6;0;15;0;0
721;12;4;4;4;2;3;8;4;4;2;3;8;0.332092548;0.242052298;1.107176568;-0.281161332;-0.060812608;0.595068306;0.34153269;1.206826197;0.027568961;0.243093699;0;1;1;0.989949493661166;1;0.6;0;15;0;0
722;12;4;4;3;2;3;8;4;3;2;3;8;0.332092548;-0.120064097;1.107176568;-0.281161332;-0.060812608;0.595068306;-0.050396897;1.206826197;0.027568961;0.243093699;1;0.9;0.923076923076923;0.991484208483683;1;0.6;0;15;0;0
723;12;4;4;4;2;3;8;4;3;2;3;8;0.332092548;0.242052298;1.107176568;-0.281161332;-0.060812608;0.595068306;-0.050396897;1.206826197;0.027568961;0.243093699;1;0.9;0.923076923076923;0.994675106202611;1;0.6;0;15;0;0
724;12;4;5;5;2;4;11;4;4;2;3;8;1.212371667;0.242052298;1.107176568;0.721008415;0.931522614;0.595068306;0.34153269;1.206826197;0.027568961;0.243093699;3;0.7;0.8125;0.992850292069264;1;0.6;0;15;0;0
725;12;4;4;4;2;3;8;4;4;2;3;8;0.332092548;0.242052298;1.107176568;-0.281161332;-0.060812608;0.595068306;0.34153269;1.206826197;0.027568961;0.243093699;3;0.7;0.8125;0.992775838109641;1;0.6;0;15;0;0
726;12;4;2;1;1;2;4;2;1;1;2;4;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;7;0.3;0.461538461538462;0.942809041582063;0.6;0.4;1;15;0;0
727;12;4;3;2;1;3;7;2;1;1;2;4;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.666666666666667;0.973123680201904;0.6;0.4;1;15;0;0
728;12;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;0.975321304444756;0.9;0.6;0;15;0;0
729;12;4;2;1;1;2;4;2;1;1;2;4;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.666666666666667;0.989070710093681;0.6;0.4;1;15;0;0
730;12;4;2;2;1;2;4;2;1;1;2;4;-1.42846569;-0.120064097;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;1;0.9;0.857142857142857;0.97913004865233;0.6;0.4;0;15;0;0
731;12;4;3;3;1;3;7;2;2;1;2;4;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.050396897;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.7;0.976934413538754;0.7;0.4;1;15;0;0
732;12;4;3;3;1;3;7;3;3;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;0;1;1;0.980871048577377;1;0.6;0;15;0;0
733;12;4;3;3;1;3;7;3;3;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;0;1;1;1;1;0.6;0;15;0;0
734;12;4;3;4;1;3;7;3;3;1;3;7;-0.548186571;0.242052298;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;1;0.9;0.909090909090909;0.993316668809674;1;0.6;0;15;0;0
735;12;4;4;4;2;3;8;3;4;1;3;7;0.332092548;0.242052298;1.107176568;-0.281161332;-0.060812608;-0.116442845;0.34153269;-0.249101305;0.027568961;-0.0421322;2;0.8;0.846153846153846;0.986013297183269;1;0.6;0;15;0;0
736;12;4;5;5;2;4;11;4;4;2;3;8;1.212371667;0.242052298;1.107176568;0.721008415;0.931522614;0.595068306;0.34153269;1.206826197;0.027568961;0.243093699;3;0.7;0.8125;0.990443466771105;1;0.6;0;15;0;0
737;12;4;5;5;2;4;11;5;5;2;4;11;1.212371667;0.242052298;1.107176568;0.721008415;0.931522614;1.306579457;0.34153269;1.206826197;0.892315358;1.098771396;0;1;1;0.993019111861267;1;0.8;0;15;0;0
738;12;4;5;6;2;4;11;5;5;2;4;11;1.212371667;0.604168694;1.107176568;0.721008415;0.931522614;1.306579457;0.34153269;1.206826197;0.892315358;1.098771396;1;0.9;0.941176470588235;0.997276328650141;1;0.8;0;15;0;0
739;12;4;5;6;2;4;11;5;6;2;4;11;1.212371667;0.604168694;1.107176568;0.721008415;0.931522614;1.306579457;0.733462277;1.206826197;0.892315358;1.098771396;0;1;1;0.997421251923956;1;0.8;0;15;0;0
740;12;4;5;6;2;4;11;5;6;2;4;11;1.212371667;0.604168694;1.107176568;0.721008415;0.931522614;1.306579457;0.733462277;1.206826197;0.892315358;1.098771396;0;1;1;1;1;0.8;0;15;0;0
741;12;4;5;7;2;4;11;5;6;2;4;11;1.212371667;0.966285089;1.107176568;0.721008415;0.931522614;1.306579457;0.733462277;1.206826197;0.892315358;1.098771396;1;0.9;0.944444444444444;0.997775303139718;1;0.8;0;15;0;0
742;12;4;5;4;2;4;11;5;4;2;4;11;1.212371667;-0.120064097;1.107176568;0.721008415;0.931522614;1.306579457;-0.050396897;1.206826197;0.892315358;1.098771396;3;0.7;0.833333333333333;0.9718279933774;1;0.8;0;15;0;0
743;13;7;2;1;1;2;4;0;0;0;0;0;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-2.250976299;-0.442326484;-1.705028807;-2.566670231;-2.038713492;6;0.4;0;0;0;0;1;16;1;1
744;13;7;3;2;1;3;7;2;1;1;2;4;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.666666666666667;0.82572282384477;0.6;0.333333333333333;1;16;0;0
745;13;7;4;3;1;4;10;3;2;1;3;7;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.99321708930132;0.9;0.5;1;16;0;0
746;13;7;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;0.987930830578399;1;0.666666666666667;0;16;0;0
747;13;7;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;1;1;0.666666666666667;0;16;0;0
748;13;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.99740865073607;0.9;0.5;1;16;0;0
749;13;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.5;0;16;0;0
750;13;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.5;0;16;0;0
751;13;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.5;0;16;0;0
752;13;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.5;0;16;0;0
753;13;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.5;0;16;0;0
754;13;7;4;3;1;4;10;3;2;1;3;7;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.987547890545264;0.9;0.5;1;16;0;0
755;13;7;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;0.987930830578399;1;0.666666666666667;0;16;0;0
756;13;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.99740865073607;0.9;0.5;1;16;0;0
757;13;7;4;3;1;4;10;3;2;1;3;7;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.987547890545264;0.9;0.5;1;16;0;0
758;13;7;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;0.987930830578399;1;0.666666666666667;0;16;0;0
759;13;7;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;1;1;0.666666666666667;0;16;0;0
760;13;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.99740865073607;0.9;0.5;1;16;0;0
761;13;7;3;3;1;3;7;3;2;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;1;0.9;0.9;0.991008166818401;0.9;0.5;0;16;0;0
762;13;7;4;4;1;4;10;3;3;1;3;7;0.332092548;-0.120064097;-0.575946454;0.721008415;0.600744206;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;3;0.7;0.769230769230769;0.98937569860085;1;0.5;0;16;0;0
763;13;7;4;5;1;4;10;4;4;1;4;10;0.332092548;0.242052298;-0.575946454;0.721008415;0.600744206;0.595068306;-0.050396897;-0.249101305;0.892315358;0.813545497;1;0.9;0.928571428571429;0.991528628185893;1;0.666666666666667;0;16;0;0
764;13;7;4;5;1;4;10;4;5;1;4;10;0.332092548;0.242052298;-0.575946454;0.721008415;0.600744206;0.595068306;0.34153269;-0.249101305;0.892315358;0.813545497;0;1;1;0.996327448900938;1;0.666666666666667;0;16;0;0
765;13;7;4;5;1;4;10;4;5;1;4;10;0.332092548;0.242052298;-0.575946454;0.721008415;0.600744206;0.595068306;0.34153269;-0.249101305;0.892315358;0.813545497;0;1;1;1;1;0.666666666666667;0;16;0;0
766;13;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;5;0.5;0.642857142857143;0.958274936838439;0.9;0.5;1;16;0;0
767;13;7;3;4;1;3;7;3;2;1;3;7;-0.548186571;0.242052298;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;2;0.8;0.818181818181818;0.968003865827958;0.9;0.5;0;16;0;0
768;13;7;3;4;1;3;7;3;4;1;3;7;-0.548186571;0.242052298;-0.575946454;-0.281161332;-0.391591016;-0.116442845;0.34153269;-0.249101305;0.027568961;-0.0421322;0;1;1;0.973035471890234;1;0.5;0;16;0;0
769;13;7;3;4;1;3;7;3;4;1;3;7;-0.548186571;0.242052298;-0.575946454;-0.281161332;-0.391591016;-0.116442845;0.34153269;-0.249101305;0.027568961;-0.0421322;0;1;1;1;1;0.5;0;16;0;0
770;13;7;3;10;1;3;7;3;4;1;3;7;-0.548186571;2.41475067;-0.575946454;-0.281161332;-0.391591016;-0.116442845;0.34153269;-0.249101305;0.027568961;-0.0421322;6;0.4;0.647058823529412;0.905354101022068;1;0.5;1;16;0;0
771;13;7;4;11;1;4;10;3;10;1;3;7;0.332092548;2.41475067;-0.575946454;0.721008415;0.600744206;-0.116442845;2.693110214;-0.249101305;0.027568961;-0.0421322;3;0.7;0.85;0.946150113912788;1;0.5;1;16;0;0
772;13;7;4;16;1;4;10;4;11;1;4;10;0.332092548;4.225332647;-0.575946454;0.721008415;0.600744206;0.595068306;2.693110214;-0.249101305;0.892315358;0.813545497;5;0.5;0.8;0.989179838423286;1;0.666666666666667;0;16;0;0
773;13;7;4;16;1;4;10;4;16;1;4;10;0.332092548;4.225332647;-0.575946454;0.721008415;0.600744206;0.595068306;4.65275815;-0.249101305;0.892315358;0.813545497;0;1;1;0.984155129589209;1;0.666666666666667;0;16;0;0
774;13;7;5;17;1;5;13;4;16;1;4;10;1.212371667;4.225332647;-0.575946454;1.723178163;1.593079428;0.595068306;4.65275815;-0.249101305;0.892315358;0.813545497;3;0.7;0.892857142857143;0.99840615414597;1;0.666666666666667;0;16;0;0
775;13;7;4;16;1;4;10;4;16;1;4;10;0.332092548;4.225332647;-0.575946454;0.721008415;0.600744206;0.595068306;4.65275815;-0.249101305;0.892315358;0.813545497;3;0.7;0.892857142857143;0.99840615414597;1;0.666666666666667;0;16;0;0
776;13;7;5;17;1;5;13;4;16;1;4;10;1.212371667;4.225332647;-0.575946454;1.723178163;1.593079428;0.595068306;4.65275815;-0.249101305;0.892315358;0.813545497;3;0.7;0.892857142857143;0.99840615414597;1;0.666666666666667;0;16;0;0
777;13;7;5;17;1;5;13;5;17;1;5;13;1.212371667;4.225332647;-0.575946454;1.723178163;1.593079428;1.306579457;4.65275815;-0.249101305;1.757061755;1.669223194;0;1;1;0.998466279194864;1;0.833333333333333;0;16;0;0
778;13;7;4;16;1;4;10;4;16;1;4;10;0.332092548;4.225332647;-0.575946454;0.721008415;0.600744206;0.595068306;4.65275815;-0.249101305;0.892315358;0.813545497;3;0.7;0.892857142857143;0.998518136724108;1;0.666666666666667;0;16;0;0
779;13;7;5;17;1;5;13;4;16;1;4;10;1.212371667;4.225332647;-0.575946454;1.723178163;1.593079428;0.595068306;4.65275815;-0.249101305;0.892315358;0.813545497;3;0.7;0.892857142857143;0.99840615414597;1;0.666666666666667;0;16;0;0
780;13;7;4;16;1;4;10;4;16;1;4;10;0.332092548;4.225332647;-0.575946454;0.721008415;0.600744206;0.595068306;4.65275815;-0.249101305;0.892315358;0.813545497;3;0.7;0.892857142857143;0.99840615414597;1;0.666666666666667;0;16;0;0
781;13;7;5;17;1;5;13;4;16;1;4;10;1.212371667;4.225332647;-0.575946454;1.723178163;1.593079428;0.595068306;4.65275815;-0.249101305;0.892315358;0.813545497;3;0.7;0.892857142857143;0.99840615414597;1;0.666666666666667;0;16;0;0
782;13;7;4;16;1;4;10;4;16;1;4;10;0.332092548;4.225332647;-0.575946454;0.721008415;0.600744206;0.595068306;4.65275815;-0.249101305;0.892315358;0.813545497;3;0.7;0.892857142857143;0.99840615414597;1;0.666666666666667;0;16;0;0
783;13;7;5;17;1;5;13;4;16;1;4;10;1.212371667;4.225332647;-0.575946454;1.723178163;1.593079428;0.595068306;4.65275815;-0.249101305;0.892315358;0.813545497;3;0.7;0.892857142857143;0.99840615414597;1;0.666666666666667;0;16;0;0
784;13;7;4;16;1;4;10;4;16;1;4;10;0.332092548;4.225332647;-0.575946454;0.721008415;0.600744206;0.595068306;4.65275815;-0.249101305;0.892315358;0.813545497;3;0.7;0.892857142857143;0.99840615414597;1;0.666666666666667;0;16;0;0
785;13;7;5;17;1;5;13;4;16;1;4;10;1.212371667;4.225332647;-0.575946454;1.723178163;1.593079428;0.595068306;4.65275815;-0.249101305;0.892315358;0.813545497;3;0.7;0.892857142857143;0.99840615414597;1;0.666666666666667;0;16;0;0
786;13;7;5;17;1;5;13;5;17;1;5;13;1.212371667;4.225332647;-0.575946454;1.723178163;1.593079428;1.306579457;4.65275815;-0.249101305;1.757061755;1.669223194;0;1;1;0.998466279194864;1;0.833333333333333;0;16;0;0
787;13;7;5;17;1;5;13;5;17;1;5;13;1.212371667;4.225332647;-0.575946454;1.723178163;1.593079428;1.306579457;4.65275815;-0.249101305;1.757061755;1.669223194;0;1;1;1;1;0.833333333333333;0;16;0;0
788;13;7;5;17;1;5;13;5;17;1;5;13;1.212371667;4.225332647;-0.575946454;1.723178163;1.593079428;1.306579457;4.65275815;-0.249101305;1.757061755;1.669223194;0;1;1;1;1;0.833333333333333;0;16;0;0
789;13;7;5;15;1;5;13;5;15;1;5;13;1.212371667;3.501099856;-0.575946454;1.723178163;1.593079428;1.306579457;3.868898975;-0.249101305;1.757061755;1.669223194;2;0.8;0.928571428571429;0.998912452098041;1;0.833333333333333;0;16;0;0
790;13;7;5;25;1;5;13;5;15;1;5;13;1.212371667;7.12226381;-0.575946454;1.723178163;1.593079428;1.306579457;3.868898975;-0.249101305;1.757061755;1.669223194;10;0;0.722222222222222;0.968387330902537;1;0.833333333333333;1;16;0;0
791;13;7;6;26;1;6;16;5;25;1;5;13;2.092650786;7.12226381;-0.575946454;2.72534791;2.58541465;1.306579457;7.788194848;-0.249101305;1.757061755;1.669223194;3;0.7;0.923076923076923;0.976190458211526;1;0.833333333333333;0;16;0;0
792;13;7;5;15;1;5;13;5;15;1;5;13;1.212371667;3.501099856;-0.575946454;1.723178163;1.593079428;1.306579457;3.868898975;-0.249101305;1.757061755;1.669223194;13;0;0.666666666666667;0.988832250397091;1;0.833333333333333;0;16;0;0
793;13;7;6;16;1;6;16;5;15;1;5;13;2.092650786;3.501099856;-0.575946454;2.72534791;2.58541465;1.306579457;3.868898975;-0.249101305;1.757061755;1.669223194;3;0.7;0.896551724137931;0.998455208774342;1;0.833333333333333;0;16;0;0
794;14;12;2;1;1;2;4;0;0;0;0;0;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-2.250976299;-0.442326484;-1.705028807;-2.566670231;-2.038713492;6;0.4;0;0;0;0;1;17;1;1
795;14;12;3;2;1;3;7;2;1;1;2;4;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.666666666666667;0.82572282384477;0.6;0.333333333333333;1;17;0;0
796;14;12;2;2;1;2;4;2;1;1;2;4;-1.42846569;-0.120064097;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;4;0.6;0.6;0.980037911664847;0.6;0.333333333333333;1;17;0;0
797;14;12;3;2;1;3;7;2;1;1;2;4;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;4;0.6;0.6;0.980037911664847;0.6;0.333333333333333;1;17;0;0
798;14;12;2;1;1;2;4;2;1;1;2;4;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.666666666666667;0.973123680201904;0.6;0.333333333333333;1;17;0;0
799;14;12;3;2;1;3;7;2;1;1;2;4;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.666666666666667;0.973123680201904;0.6;0.333333333333333;1;17;0;0
800;14;12;2;2;1;2;4;2;1;1;2;4;-1.42846569;-0.120064097;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;4;0.6;0.6;0.980037911664847;0.6;0.333333333333333;1;17;0;0
801;14;12;3;2;1;3;7;2;1;1;2;4;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;4;0.6;0.6;0.980037911664847;0.6;0.333333333333333;1;17;0;0
802;14;12;3;2;1;3;7;0;0;0;0;0;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-2.250976299;-0.442326484;-1.705028807;-2.566670231;-2.038713492;18;0;0;0.834847109936722;0;0;1;18;1;0
803;14;12;3;4;1;3;7;3;2;1;3;7;-0.548186571;0.242052298;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;2;0.8;0.818181818181818;0.739240665561081;0.9;0.5;0;18;0;0
804;14;12;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;2;0.8;0.818181818181818;0.968003865827958;0.9;0.5;0;18;0;0
805;14;12;3;4;1;3;7;3;2;1;3;7;-0.548186571;0.242052298;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;2;0.8;0.818181818181818;0.968003865827958;0.9;0.5;0;18;0;0
806;14;12;3;5;1;3;7;3;4;1;3;7;-0.548186571;0.604168694;-0.575946454;-0.281161332;-0.391591016;-0.116442845;0.34153269;-0.249101305;0.027568961;-0.0421322;1;0.9;0.916666666666667;0.975026440899912;1;0.5;0;18;0;0
807;14;12;4;6;1;4;10;3;5;1;3;7;0.332092548;0.604168694;-0.575946454;0.721008415;0.600744206;-0.116442845;0.733462277;-0.249101305;0.027568961;-0.0421322;3;0.7;0.8;0.994890047136987;1;0.5;0;18;0;0
808;14;12;4;6;1;4;10;4;6;1;4;10;0.332092548;0.604168694;-0.575946454;0.721008415;0.600744206;0.595068306;0.733462277;-0.249101305;0.892315358;0.813545497;0;1;1;0.992985530712397;1;0.666666666666667;0;18;0;0
809;14;12;4;7;1;4;10;4;6;1;4;10;0.332092548;0.966285089;-0.575946454;0.721008415;0.600744206;0.595068306;0.733462277;-0.249101305;0.892315358;0.813545497;1;0.9;0.9375;0.997549545866466;1;0.666666666666667;0;18;0;0
810;14;12;5;8;1;5;13;4;7;1;4;10;1.212371667;0.966285089;-0.575946454;1.723178163;1.593079428;0.595068306;1.125391865;-0.249101305;0.892315358;0.813545497;3;0.7;0.842105263157895;0.997256464428427;1;0.666666666666667;0;18;0;0
811;14;12;5;8;1;5;13;5;8;1;5;13;1.212371667;0.966285089;-0.575946454;1.723178163;1.593079428;1.306579457;1.125391865;-0.249101305;1.757061755;1.669223194;0;1;1;0.995952967240521;1;0.833333333333333;0;18;0;0
812;14;12;5;8;1;5;13;5;8;1;5;13;1.212371667;0.966285089;-0.575946454;1.723178163;1.593079428;1.306579457;1.125391865;-0.249101305;1.757061755;1.669223194;0;1;1;1;1;0.833333333333333;0;18;0;0
813;14;12;5;8;1;5;13;5;8;1;5;13;1.212371667;0.966285089;-0.575946454;1.723178163;1.593079428;1.306579457;1.125391865;-0.249101305;1.757061755;1.669223194;0;1;1;1;1;0.833333333333333;0;18;0;0
814;14;12;6;9;1;6;16;5;8;1;5;13;2.092650786;0.966285089;-0.575946454;2.72534791;2.58541465;1.306579457;1.125391865;-0.249101305;1.757061755;1.669223194;3;0.7;0.863636363636364;0.997037797906468;1;0.833333333333333;0;18;0;0
815;14;12;6;10;1;6;16;6;9;1;6;16;2.092650786;1.328401484;-0.575946454;2.72534791;2.58541465;2.018090609;1.125391865;-0.249101305;2.621808152;2.52490089;1;0.9;0.956521739130435;0.998025630710816;1;1;0;18;0;0
816;14;12;6;10;1;6;16;6;10;1;6;16;2.092650786;1.328401484;-0.575946454;2.72534791;2.58541465;2.018090609;1.517321452;-0.249101305;2.621808152;2.52490089;0;1;1;0.998912278983545;1;1;0;18;0;0
817;14;12;6;10;1;6;16;6;10;1;6;16;2.092650786;1.328401484;-0.575946454;2.72534791;2.58541465;2.018090609;1.517321452;-0.249101305;2.621808152;2.52490089;0;1;1;1;1;1;0;18;0;0
