QuerySId;SessionSId;UserSId;NoP;NoS;NoA;NoT;NoAtt;NCP;NCS;NCA;NCT;NCAtt;zNoP;zNoS;zNoA;zNoT;zNoAtt;zNCP;zNCF;zNCA;zNCT;zNCAtt;RED;Edit index;Jaccard index;Cosine index;Common fragments index;Common tables index;Vote;ExplorationSId;GroundTruth;ChangeSession
1;1;7;3;2;1;3;7;0;0;0;0;0;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-2.250976299;-0.442326484;-1.705028807;-2.566670231;-2.038713492;9;0.1;0;0;0;0;1;1;1;1
2;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;0.707106781186548;0.9;0.75;0;1;0;0
3;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.75;0;1;0;0
4;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.75;0;1;0;0
5;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.75;0;1;0;0
6;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.75;0;1;0;0
7;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.75;0;1;0;0
8;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.75;0;1;0;0
9;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.75;0;1;0;0
10;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.75;0;1;0;0
11;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.75;0;1;0;0
12;1;7;3;2;1;3;7;2;2;0;3;6;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-1.705028807;0.027568961;-0.327358099;4;0.6;0.636363636363636;0.97913004865233;0.7;0.75;1;1;0;0
13;1;7;3;2;1;3;7;2;2;0;3;6;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-1.705028807;0.027568961;-0.327358099;4;0.6;0.636363636363636;1;0.7;0.75;1;1;0;0
14;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;0.97913004865233;0.9;0.75;0;1;0;0
15;1;7;3;2;1;3;7;2;2;0;3;6;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-1.705028807;0.027568961;-0.327358099;4;0.6;0.636363636363636;0.97913004865233;0.7;0.75;1;1;0;0
16;1;7;3;2;1;3;7;2;2;0;3;6;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-1.705028807;0.027568961;-0.327358099;4;0.6;0.636363636363636;1;0.7;0.75;1;1;0;0
17;1;7;3;2;1;3;7;2;2;0;3;6;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-1.705028807;0.027568961;-0.327358099;4;0.6;0.636363636363636;1;0.7;0.75;1;1;0;0
18;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;0.97913004865233;0.9;0.75;0;1;0;0
19;1;7;4;2;2;3;8;3;2;1;3;7;0.332092548;-0.482180492;1.107176568;-0.281161332;-0.060812608;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;2;0.8;0.818181818181818;0.985138007798876;0.9;0.75;0;1;0;0
20;1;7;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;2;0.8;0.818181818181818;0.985138007798876;0.9;0.75;0;1;0;0
21;1;7;3;2;1;3;7;2;2;0;3;6;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-1.705028807;0.027568961;-0.327358099;4;0.6;0.636363636363636;0.97913004865233;0.7;0.75;1;1;0;0
22;1;7;2;1;1;2;4;1;1;0;2;3;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-1.539465148;-0.442326484;-1.705028807;-0.837177437;-1.183035795;7;0.3;0.363636363636364;0.988211768802619;0.4;0.5;1;1;0;0
23;1;7;3;1;2;2;5;2;1;1;2;4;-0.548186571;-0.482180492;1.107176568;-1.283331079;-1.05314783;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;2;0.8;0.75;0.944911182523068;0.6;0.5;1;1;0;0
24;1;7;4;2;2;3;8;3;1;2;2;5;0.332092548;-0.482180492;1.107176568;-0.281161332;-0.060812608;-0.116442845;-0.442326484;1.206826197;-0.837177437;-0.612583997;3;0.7;0.727272727272727;0.979123829446182;0.8;0.5;1;1;0;0
25;1;7;4;2;2;3;8;4;2;2;3;8;0.332092548;-0.482180492;1.107176568;-0.281161332;-0.060812608;0.595068306;-0.442326484;1.206826197;0.027568961;0.243093699;0;1;1;0.982466610990536;1;0.75;0;1;0;0
26;1;7;4;2;2;3;8;4;2;2;3;8;0.332092548;-0.482180492;1.107176568;-0.281161332;-0.060812608;0.595068306;-0.442326484;1.206826197;0.027568961;0.243093699;0;1;1;1;1;0.75;0;1;0;0
27;1;7;4;2;2;3;8;4;2;2;3;8;0.332092548;-0.482180492;1.107176568;-0.281161332;-0.060812608;0.595068306;-0.442326484;1.206826197;0.027568961;0.243093699;0;1;1;1;1;0.75;0;1;0;0
28;1;7;4;3;2;3;8;4;2;2;3;8;0.332092548;-0.120064097;1.107176568;-0.281161332;-0.060812608;0.595068306;-0.442326484;1.206826197;0.027568961;0.243093699;1;0.9;0.916666666666667;0.993362521663242;1;0.75;0;1;0;0
29;1;7;4;3;2;3;8;4;3;2;3;8;0.332092548;-0.120064097;1.107176568;-0.281161332;-0.060812608;0.595068306;-0.050396897;1.206826197;0.027568961;0.243093699;0;1;1;0.993772305464128;1;0.75;0;1;0;0
30;1;7;4;3;2;3;8;4;3;2;3;8;0.332092548;-0.120064097;1.107176568;-0.281161332;-0.060812608;0.595068306;-0.050396897;1.206826197;0.027568961;0.243093699;0;1;1;1;1;0.75;0;1;0;0
31;1;7;4;11;2;3;8;4;3;2;3;8;0.332092548;2.776867066;1.107176568;-0.281161332;-0.060812608;0.595068306;-0.050396897;1.206826197;0.027568961;0.243093699;8;0.2;0.6;0.836593101762818;1;0.75;1;1;0;0
32;1;7;5;11;3;3;9;4;11;2;3;8;1.212371667;2.776867066;2.79029959;-0.281161332;0.269965799;0.595068306;3.085039801;1.206826197;0.027568961;0.243093699;2;0.8;0.909090909090909;0.897248508210428;1;0.75;0;1;0;0
33;1;7;5;11;3;3;9;5;11;3;3;9;1.212371667;2.776867066;2.79029959;-0.281161332;0.269965799;1.306579457;3.085039801;2.662753699;0.027568961;0.528319598;0;1;1;0.997121848490127;1;0.75;0;1;0;0
34;1;7;4;11;2;3;8;4;11;2;3;8;0.332092548;2.776867066;1.107176568;-0.281161332;-0.060812608;0.595068306;3.085039801;1.206826197;0.027568961;0.243093699;2;0.8;0.909090909090909;0.994619672378808;1;0.75;0;1;0;0
35;1;7;5;11;3;3;9;4;11;2;3;8;1.212371667;2.776867066;2.79029959;-0.281161332;0.269965799;0.595068306;3.085039801;1.206826197;0.027568961;0.243093699;2;0.8;0.909090909090909;0.997001875050144;1;0.75;0;1;0;0
36;1;7;4;11;2;3;8;4;11;2;3;8;0.332092548;2.776867066;1.107176568;-0.281161332;-0.060812608;0.595068306;3.085039801;1.206826197;0.027568961;0.243093699;2;0.8;0.909090909090909;0.997001875050144;1;0.75;0;1;0;0
37;1;7;4;11;2;3;8;4;11;2;3;8;0.332092548;2.776867066;1.107176568;-0.281161332;-0.060812608;0.595068306;3.085039801;1.206826197;0.027568961;0.243093699;0;1;1;1;1;0.75;0;1;0;0
38;1;7;5;11;3;3;9;4;11;2;3;8;1.212371667;2.776867066;2.79029959;-0.281161332;0.269965799;0.595068306;3.085039801;1.206826197;0.027568961;0.243093699;2;0.8;0.909090909090909;0.997001875050144;1;0.75;0;1;0;0
39;1;7;5;11;3;3;9;5;11;3;3;9;1.212371667;2.776867066;2.79029959;-0.281161332;0.269965799;1.306579457;3.085039801;2.662753699;0.027568961;0.528319598;0;1;1;0.997121848490127;1;0.75;0;1;0;0
40;1;7;5;11;3;3;9;5;11;3;3;9;1.212371667;2.776867066;2.79029959;-0.281161332;0.269965799;1.306579457;3.085039801;2.662753699;0.027568961;0.528319598;0;1;1;1;1;0.75;0;1;0;0
41;1;7;5;4;3;3;9;5;4;3;3;9;1.212371667;0.242052298;2.79029959;-0.281161332;0.269965799;1.306579457;0.34153269;2.662753699;0.027568961;0.528319598;7;0.3;0.681818181818182;0.884446001306441;1;0.75;1;1;0;0
42;1;7;6;5;3;4;12;5;4;3;3;9;2.092650786;0.242052298;2.79029959;0.721008415;1.262301021;1.306579457;0.34153269;2.662753699;0.027568961;0.528319598;3;0.7;0.833333333333333;0.993844291499015;1;0.75;0;1;0;0
43;1;7;6;5;3;4;12;6;5;3;4;12;2.092650786;0.242052298;2.79029959;0.721008415;1.262301021;2.018090609;0.34153269;2.662753699;0.892315358;1.383997295;0;1;1;0.994148880597017;1;1;0;1;0;0
44;1;7;6;5;3;4;12;6;5;3;4;12;2.092650786;0.242052298;2.79029959;0.721008415;1.262301021;2.018090609;0.34153269;2.662753699;0.892315358;1.383997295;0;1;1;1;1;1;0;1;0;0
45;1;7;6;5;3;4;12;6;5;3;4;12;2.092650786;0.242052298;2.79029959;0.721008415;1.262301021;2.018090609;0.34153269;2.662753699;0.892315358;1.383997295;0;1;1;1;1;1;0;1;0;0
46;1;7;6;5;3;4;12;5;4;3;3;9;2.092650786;0.242052298;2.79029959;0.721008415;1.262301021;1.306579457;0.34153269;2.662753699;0.027568961;0.528319598;6;0.4;0.714285714285714;0.994148880597017;1;0.75;0;1;0;0
47;1;7;6;5;3;4;12;6;5;3;4;12;2.092650786;0.242052298;2.79029959;0.721008415;1.262301021;2.018090609;0.34153269;2.662753699;0.892315358;1.383997295;0;1;1;0.994148880597017;1;1;0;1;0;0
48;1;7;6;5;3;4;12;6;5;3;4;12;2.092650786;0.242052298;2.79029959;0.721008415;1.262301021;2.018090609;0.34153269;2.662753699;0.892315358;1.383997295;0;1;1;1;1;1;0;1;0;0
49;1;7;6;4;3;4;12;6;4;3;4;12;2.092650786;-0.120064097;2.79029959;0.721008415;1.262301021;2.018090609;-0.050396897;2.662753699;0.892315358;1.383997295;1;0.9;0.944444444444444;0.995383484635925;1;1;0;1;0;0
50;1;7;5;2;3;3;9;5;2;3;3;9;1.212371667;-0.482180492;2.79029959;-0.281161332;0.269965799;1.306579457;-0.442326484;2.662753699;0.027568961;0.528319598;4;0.6;0.764705882352941;0.980748652466435;1;0.75;0;1;0;0
51;1;7;4;1;3;2;6;4;1;3;2;6;0.332092548;-0.482180492;2.79029959;-1.283331079;-0.722369423;0.595068306;-0.442326484;2.662753699;-0.837177437;-0.327358099;3;0.7;0.769230769230769;0.985353736388919;1;0.5;0;1;0;0
52;1;7;4;1;3;2;6;4;1;3;2;6;0.332092548;-0.482180492;2.79029959;-1.283331079;-0.722369423;0.595068306;-0.442326484;2.662753699;-0.837177437;-0.327358099;0;1;1;1;1;0.5;0;1;0;0
53;1;7;3;1;2;2;5;3;1;2;2;5;-0.548186571;-0.482180492;1.107176568;-1.283331079;-1.05314783;-0.116442845;-0.442326484;1.206826197;-0.837177437;-0.612583997;2;0.8;0.8;0.989762410697451;0.8;0.5;0;1;0;0
54;2;4;2;1;1;2;4;0;0;0;0;0;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-2.250976299;-0.442326484;-1.705028807;-2.566670231;-2.038713492;6;0.4;0;0;0;0;1;2;1;1
55;2;4;2;1;1;2;4;2;1;1;2;4;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;0;1;1;0.707106781186547;0.6;0.4;1;2;0;0
56;2;4;3;2;1;3;7;2;1;1;2;4;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.666666666666667;0.973123680201904;0.6;0.4;1;2;0;0
57;2;4;3;2;1;3;7;2;1;1;2;4;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;6;0.4;0.5;1;0.6;0.4;1;2;0;0
58;2;4;4;3;1;4;10;3;2;1;3;7;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.99321708930132;0.9;0.6;0;2;0;0
59;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;0.987930830578399;1;0.8;0;2;0;0
60;2;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.99740865073607;0.9;0.6;0;2;0;0
61;2;4;3;3;1;3;7;3;2;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;1;0.9;0.9;0.991008166818401;0.9;0.6;0;2;0;0
62;2;4;3;3;1;3;7;3;3;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;0;1;1;0.991737574848784;1;0.6;0;2;0;0
63;2;4;3;3;1;3;7;3;3;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;0;1;1;1;1;0.6;0;2;0;0
64;2;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;1;0.9;0.9;0.985138007798876;0.9;0.6;0;2;0;0
65;2;4;4;3;1;4;10;3;2;1;3;7;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.987547890545264;0.9;0.6;0;2;0;0
66;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;0.987930830578399;1;0.8;0;2;0;0
67;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;1;1;0.8;0;2;0;0
68;2;4;5;4;1;5;13;4;3;1;4;10;1.212371667;-0.482180492;-0.575946454;1.723178163;1.593079428;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;3;0.7;0.8;0.992820448074303;1;0.8;0;2;0;0
69;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;3;0.7;0.8;0.992820448074303;1;0.8;0;2;0;0
70;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;1;1;0.8;0;2;0;0
71;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;1;1;0.8;0;2;0;0
72;2;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.99740865073607;0.9;0.6;0;2;0;0
73;2;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.6;0;2;0;0
74;2;4;4;3;1;4;10;3;2;1;3;7;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.987547890545264;0.9;0.6;0;2;0;0
75;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;0.987930830578399;1;0.8;0;2;0;0
76;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;1;1;0.8;0;2;0;0
77;2;4;4;5;1;4;10;4;3;1;4;10;0.332092548;0.242052298;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;2;0.8;0.857142857142857;0.981980506061966;1;0.8;0;2;0;0
78;2;4;4;5;1;4;10;4;5;1;4;10;0.332092548;0.242052298;-0.575946454;0.721008415;0.600744206;0.595068306;0.34153269;-0.249101305;0.892315358;0.813545497;0;1;1;0.984185292338375;1;0.8;0;2;0;0
79;2;4;4;5;1;4;10;4;5;1;4;10;0.332092548;0.242052298;-0.575946454;0.721008415;0.600744206;0.595068306;0.34153269;-0.249101305;0.892315358;0.813545497;0;1;1;1;1;0.8;0;2;0;0
80;2;4;4;5;1;4;10;4;5;1;4;10;0.332092548;0.242052298;-0.575946454;0.721008415;0.600744206;0.595068306;0.34153269;-0.249101305;0.892315358;0.813545497;0;1;1;1;1;0.8;0;2;0;0
81;2;4;5;6;1;5;13;4;5;1;4;10;1.212371667;0.242052298;-0.575946454;1.723178163;1.593079428;0.595068306;0.34153269;-0.249101305;0.892315358;0.813545497;3;0.7;0.823529411764706;0.994664721025769;1;0.8;0;2;0;0
82;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;5;0.5;0.705882352941177;0.969527503291553;1;0.8;1;2;0;0
83;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;1;1;0.8;0;2;0;0
84;2;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.99740865073607;0.9;0.6;0;2;0;0
85;2;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;1;0.9;0.6;0;2;0;0
86;2;4;4;3;1;4;10;3;2;1;3;7;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.987547890545264;0.9;0.6;0;2;0;0
87;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;0.987930830578399;1;0.8;0;2;0;0
88;2;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.99740865073607;0.9;0.6;0;2;0;0
89;2;4;4;3;1;4;10;3;2;1;3;7;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.987547890545264;0.9;0.6;0;2;0;0
90;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;0.987930830578399;1;0.8;0;2;0;0
91;2;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.99740865073607;0.9;0.6;0;2;0;0
92;2;4;4;3;1;4;10;3;2;1;3;7;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.987547890545264;0.9;0.6;0;2;0;0
93;2;4;4;3;1;4;10;4;3;1;4;10;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;0.595068306;-0.442326484;-0.249101305;0.892315358;0.813545497;0;1;1;0.987930830578399;1;0.8;0;2;0;0
94;2;4;4;3;1;4;10;3;2;1;3;7;0.332092548;-0.482180492;-0.575946454;0.721008415;0.600744206;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;6;0.4;0.6;0.987930830578399;0.9;0.6;0;2;0;0
95;2;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;3;0.7;0.75;0.987547890545264;0.9;0.6;0;2;0;0
96;2;4;2;1;1;2;4;2;1;1;2;4;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.666666666666667;0.989070710093681;0.6;0.4;1;2;0;0
97;2;4;3;2;1;3;7;2;1;1;2;4;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.442326484;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.666666666666667;0.973123680201904;0.6;0.4;1;2;0;0
98;2;4;3;2;1;3;7;3;2;1;3;7;-0.548186571;-0.482180492;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;0;1;1;0.975321304444756;0.9;0.6;0;2;0;0
99;2;4;3;3;1;3;7;3;2;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.442326484;-0.249101305;0.027568961;-0.0421322;1;0.9;0.9;0.991008166818401;0.9;0.6;0;2;0;0
100;2;4;3;3;1;3;7;3;3;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;0;1;1;0.991737574848784;1;0.6;0;2;0;0
101;2;4;2;2;1;2;4;2;2;1;2;4;-1.42846569;-0.120064097;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.050396897;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.7;0.995870594885822;0.7;0.4;1;2;0;0
102;2;4;2;2;1;2;4;1;1;1;1;1;-1.42846569;-0.120064097;-0.575946454;-1.283331079;-1.383926238;-1.539465148;-0.050396897;-0.249101305;-1.701923834;-1.753487593;6;0.4;0.4;0.951302988308988;0.4;0.2;1;2;0;0
103;2;4;3;3;1;3;7;2;2;1;2;4;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.050396897;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.7;0.984820224802141;0.7;0.4;1;2;0;0
104;2;4;2;2;1;2;4;2;2;1;2;4;-1.42846569;-0.120064097;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.050396897;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.7;0.980102226930702;0.7;0.4;1;2;0;0
105;2;4;3;3;1;3;7;2;2;1;2;4;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.050396897;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.7;0.980102226930702;0.7;0.4;1;2;0;0
106;2;4;3;3;1;3;7;3;3;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;0;1;1;0.980871048577377;1;0.6;0;2;0;0
107;2;4;3;3;1;3;7;3;3;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;0;1;1;1;1;0.6;0;2;0;0
108;2;4;2;2;1;2;4;2;2;1;2;4;-1.42846569;-0.120064097;-0.575946454;-1.283331079;-1.383926238;-0.827953997;-0.050396897;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.7;0.995870594885822;0.7;0.4;1;2;0;0
109;2;4;3;3;1;3;7;2;2;1;2;4;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.827953997;-0.050396897;-0.249101305;-0.837177437;-0.897809896;3;0.7;0.7;0.980102226930702;0.7;0.4;1;2;0;0
110;2;4;3;3;1;3;7;3;3;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;0;1;1;0.980871048577377;1;0.6;0;2;0;0
111;2;4;3;3;1;3;7;3;3;1;3;7;-0.548186571;-0.120064097;-0.575946454;-0.281161332;-0.391591016;-0.116442845;-0.050396897;-0.249101305;0.027568961;-0.0421322;0;1;1;1;1;0.6;0;2;0;0
112;2;4;2;1;1;2;4;1;1;0;2;3;-1.42846569;-0.482180492;-0.575946454;-1.283331079;-1.383926238;-1.539465148;-0.442326484;-1.705028807;-0.837177437;-1.183035795;8;0.2;0.333333333333333;0.935414346693485;0.4;0.4;1;2;1;0
