exploration60	0,60|1255,60|1256,60|1257,60|1258,60|1259,60|1260,60|1261,60|1262,60|1263,60|1264,60|1265,60|1266,60|1267,60|1268,60|1269,60|1270,60|1271,60|1272,60|1273,60|1274,60|1275,60|1276,60|1277,60|1278,60|1279,60|1280,60|1281,60|1282,60|1283,60|1284,60|1285,60|1286,60|1287,60|1288,60|1289,60|1290,60|1291,60|1292,60|1293,60|1294,60|1295,60|1296,60|1297,60|1298,60|1299,60|1300,60|1301,60|1302,60|1303,60|1304,60|1305,60|1306,60|1307,60|1308,60|1309,60|1310,60|1311,60|1312,60|1313,60|1314,60|1315,60|1316,60|1317,60|1318,60|1319,60|1320,60|1321,60|1322,60|1323,60|1324,60|1325,60|1326,60|1327,60|1328,60|1329,60|1330,60|1331,60|1332,60|1333,60|1334,60|1335,60|1336,60|1337,60|1338,60|1339,60|1340,60|1341,60|1342,60|1343,60|1344,60|1345,60|1346,60|1347,60|1348,60|1349,60|1350,60|1351,60|1352,60|1353,60|1354,60|1355,60|1356,60|1357,60|1358,60|1359,60|1360,60|1361,60|1362,60|1363,60|1364,60|1365,60|1366,60|1367,60|1368,60|1369,60|1370,60|1371,60|1372,60|1373,60|1374,60|1375,60|1376,60|1377,60|1378,60|1379,60|1380,60|1381,60|1382,60|1383,60|1384,60|1385,60|1386,60|1387,60|1388,60|1389,60|1390,60|1391,60|1392,60|1393,60|1394,60|1395,60|1396,60|1397,60|1398,60|1399,60|1400,60|1401,60|1402,60|1403,60|1404,60|1405,60|1406,60|1407,60|1408,60|1409,60|1410,60|1411,60|1412,60|1413,60|1414,60|1415,60|1416,60|1417,60|1418,60|1419,60|1420,60|1421,60|1422,60|1423,60|1424,60|1425,60|1426,60|1427,60|1428,60|1429,60|1430,60|1431,60|1432,60|1433,60|1434,60|1435,60|1436,60|1437,60|1438,60|1439,60|1440,60|1441,60|1442,60|1443,60|1444,60|1445,60|1446,60|1447,60|1448,60|1449,60|1450,60|1451,60|1452,60|1453,60|1454,60|1455,60|1456,60|1457,60|1458,60|1459,60|1460,60|1461,60|1462,60|1463,60|1464,60|1465,60|1466,60|1467,60|1468,60|1469,60|1470,60|1471,60|1472,60|1473,60|1474,60|1475,60|1476,60|1477,60|1478,60|1479,60|1480,60|1481,60|1482,60|1483,60|1484,60|1485,60|1486,60|1487,60|1488,60|1489,60|1490,60|1491,60|1492,60|1493,60|1494,60|1495,60|1496,60|1497,60|1498,60|1499,60|1500,60|1501,60|1502,60|1503,60|1504,60|1505,60|1506,60|1507,60|1508,60|1509,60|1510,60|1511,60|1512,60|1513,60|1514,60|1515,60|1516,60|1517,60|1518,60|1519,60|1520,60|1521,60|1522,60|1523,60|1524,60|1525,60|1526,60|1527,60|1528,60|1529,60|1530,60|1531,60|1532,60|1533,60|1534,60|1535,60|1536,60|1537,60|1538,60|1539,60|1540,60|1541,60|1542,60|1543,60|1544,60|1545,60|1546,60|1547,60|1548,60|1549,60|1550,60|1551,60|1554,60|1556,60|1557,60|1558,60|1559,60|1560,60|1561,60|1562,60|1563,60|1564,60|1565,60|1566,60|1567,60|1568,60|1569,60|1570,60|1571,60|1572,60|1573,60|1574,60|1575,60|1576,60|1577,60|1578,60|1579,60|1580,60|1581,60|1582,60|1583,60|1584,60|1585,60|1586,60|1587,60|1588,60|1589,60|1590,60|1591,60|1592,60|1593,60|1594,60|1595,60|1596,60|1597,60|1598,60|1599,60|
exploration61	0,61|1600,61|
exploration62	0,62|1601,62|1602,62|1603,62|1604,62|1605,62|1606,62|1607,62|
exploration63	0,63|1608,63|
exploration64	0,64|1609,64|
exploration65	0,65|1610,65|1611,65|1612,65|1613,65|
exploration66	0,66|1614,66|1615,66|
exploration67	0,67|1616,67|
exploration68	0,68|1617,68|1618,68|1619,68|1620,68|1621,68|1622,68|1623,68|1624,68|1625,68|1626,68|1627,68|1628,68|1629,68|1630,68|1631,68|1632,68|1633,68|1634,68|1635,68|1636,68|1637,68|1638,68|1639,68|1640,68|1641,68|1642,68|1643,68|1644,68|1645,68|1646,68|1647,68|
exploration69	0,69|1648,69|1649,69|
exploration70	0,70|1650,70|1651,70|1652,70|1653,70|1654,70|1655,70|1656,70|1657,70|1658,70|1659,70|1660,70|1661,70|1662,70|1663,70|1664,70|1665,70|1666,70|1667,70|1668,70|1669,70|1670,70|1671,70|1672,70|1673,70|1674,70|1675,70|1676,70|1677,70|1678,70|1679,70|
exploration71	0,71|1680,71|1681,71|1682,71|1683,71|1684,71|1685,71|1686,71|1687,71|1688,71|1689,71|1690,71|
exploration72	0,72|1691,72|1692,72|1693,72|1694,72|1695,72|1696,72|1697,72|
exploration73	0,73|1698,73|1699,73|1700,73|1701,73|1702,73|1703,73|1704,73|1705,73|1706,73|1707,73|1708,73|1709,73|1710,73|1711,73|1712,73|1713,73|1714,73|1715,73|1716,73|1717,73|1718,73|1719,73|
exploration74	0,74|1720,74|1721,74|1722,74|1723,74|1724,74|1725,74|1726,74|1727,74|1728,74|1729,74|1730,74|1731,74|1732,74|1733,74|1734,74|1735,74|1736,74|1737,74|1738,74|1739,74|1740,74|1741,74|1742,74|1743,74|1744,74|1745,74|1746,74|1747,74|1748,74|1749,74|1750,74|1751,74|1752,74|1753,74|1754,74|1755,74|1756,74|1757,74|1758,74|1759,74|1760,74|1761,74|1762,74|1763,74|1764,74|1765,74|1766,74|1767,74|1768,74|1769,74|1770,74|1771,74|1772,74|1773,74|
exploration75	0,75|1774,75|
exploration76	0,76|1775,76|1776,76|1777,76|1778,76|1779,76|1780,76|1781,76|1782,76|1783,76|1784,76|1785,76|1786,76|1787,76|1788,76|1789,76|1790,76|1791,76|1792,76|1793,76|1794,76|1795,76|1796,76|1797,76|
exploration77	0,77|1798,77|
exploration78	0,78|1799,78|1800,78|
