QuerySId;SessionSid;UsersId;NoP;NoS;NoA;NoT;NoAtt;NCP;NCS;NCA;NCT;NCAtt;zNoP;zNoS;zNoA;zNoT;zNoAtt;zNCP;zNCF;zNCA;zNCT;zNCAtt;NoQ;Length;RED;Edit index;Jackard index;Cosine index;Common fragments index;Common tables index;vote;ExplorationSid
4575;165;412;4;1;0;2;2;0;0;0;0;0;-0.174313598344922;-0.060551143590089;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;246;11;0;0;0.966091783079296;0;0;0;1472
4576;165;412;3;0;0;1;3;0;0;0;0;0;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;192;11;0;0;0.966091783079296;0;0;0;1473
4577;165;412;3;0;0;1;3;0;0;0;0;2;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.18289209037184;;194;8;0.2;0;1;0;0;0;1474
4578;165;412;33;54;0;55;55;3;0;0;0;0;-0.354265451945371;17.0659414979359;-0.19697466640804;16.2482950857865;6.28087349980123;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;10424;140;0;0.020979020979021;0.580450564958432;0.3;0;0;1475
4579;165;412;45;55;0;56;56;33;54;0;55;55;-0.354265451945371;17.3890828685308;-0.19697466640804;16.5519988753646;6.4058473567768;-0.249038042669367;27.2843315722872;-0.187678161841789;26.3703922488766;9.70692423179724;;10580;14;0;0.91025641025641;0.737643335898687;1;0.662650602409639;1;1475
4580;165;412;56;0;0;1;56;0;0;0;0;0;2.1650604984609;-0.383692514184919;-0.19697466640804;-0.151709551430603;6.4058473567768;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;1321;213;0;0;0.372853607612881;0;0;0;1476
4581;165;412;56;0;0;1;56;2;0;0;0;56;2.1650604984609;-0.383692514184919;-0.19697466640804;-0.151709551430603;6.4058473567768;-0.13495620484745;-0.302991629339198;-0.187678161841789;-0.416267449171356;9.89352453976269;;5473;110;0;0.017857142857143;0.999363057260219;0.2;0;1;1476
4582;165;412;2;0;0;1;55;1;0;0;0;55;-0.264289525145146;-0.383692514184919;-0.19697466640804;-0.151709551430603;6.28087349980123;-0.191997123758408;-0.302991629339198;-0.187678161841789;-0.416267449171356;9.70692423179724;;1367;58;0;0.016949152542373;0.837699482135924;0.1;0;1;1476
4583;165;412;58;1;0;2;1;0;0;0;1;0;2.25503642526113;-0.060551143590089;-0.19697466640804;0.151994238147492;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;215;62;0;0.015873015873016;0.829834395310269;0.1;0.012048192771084;1;1476
4584;165;412;1;0;0;1;1;0;0;0;1;0;-0.309277488545259;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;55;61;0;0.016129032258065;0.606672427446263;0.1;0.012048192771084;1;1476
4585;165;412;2;0;0;1;55;0;0;0;0;1;-0.264289525145146;-0.383692514184919;-0.19697466640804;-0.151709551430603;6.28087349980123;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.369492398337294;;1378;5;0.5;0;0.774596669241483;0;0;0;1477
4586;165;412;58;1;0;2;2;0;0;0;1;0;2.25503642526113;-0.060551143590089;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;192;62;0;0.015873015873016;0.909038034610188;0.1;0.012048192771084;1;1477
4587;165;412;58;1;0;1;1;58;0;0;0;0;2.25503642526113;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;3.05933525416623;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;78;5;0.5;0.920634920634921;0.707001986145402;1;0;1;1477
4588;165;412;2;0;1;1;4;0;0;0;0;0;-0.264289525145146;-0.383692514184919;0.307545319484149;-0.151709551430603;-0.092793205952706;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;172;64;0;0;0.582240893146731;0;0;0;1478
4589;165;412;19;0;18;1;55;2;0;1;1;4;0.500505852656759;-0.383692514184919;8.88438507965137;-0.151709551430603;6.28087349980123;-0.13495620484745;-0.302991629339198;0.735823051501478;0.070762727156789;0.190308525559068;;1496;34;0;0.105263157894737;0.884598468722986;0.4;0.012048192771084;1;1478
4590;165;412;19;0;0;1;0;0;0;0;0;0;0.500505852656759;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.592688633854976;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;46;58;0;0;0.72327130959498;0;0;0;1479
4591;165;412;21;1;0;2;2;19;0;0;1;0;0.590481779456982;-0.060551143590089;-0.19697466640804;0.151994238147492;-0.342740919903841;0.834739416638845;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;192;4;0.6;0.833333333333333;0.741454332078266;1;0.012048192771084;1;1479
4592;165;412;3;0;0;1;3;0;0;0;0;0;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;125;28;0;0;0.723115509171225;0;0;0;1480
4593;165;412;20;0;0;1;20;3;0;0;1;3;0.545493816056871;-0.383692514184919;-0.19697466640804;-0.151709551430603;1.90678850565637;-0.077915285936491;-0.302991629339198;-0.187678161841789;0.070762727156789;0.003708217593614;;800;17;0;0.190476190476191;0.951500287994453;0.4;0.012048192771084;1;1480
4594;165;412;38;0;0;1;20;2;0;0;0;2;1.35527715725889;-0.383692514184919;-0.19697466640804;-0.151709551430603;1.90678850565637;-0.13495620484745;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.18289209037184;;1255;56;0;0.03448275862069;0.993894438118339;0.2;0;1;1480
4595;165;412;18;0;18;1;18;0;0;0;0;0;0.455517889256646;-0.383692514184919;8.88438507965137;-0.151709551430603;1.65684079170524;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;772;76;0;0;0.706372901915354;0;0;0;1481
4596;165;412;18;0;18;1;18;18;0;18;1;18;0.455517889256646;-0.383692514184919;8.88438507965137;-0.151709551430603;1.65684079170524;0.777698497727886;-0.302991629339198;16.435343678337;0.070762727156789;2.80271283707543;;772;0;1;1;0.707106781186547;1;0.012048192771084;1;1481
4597;165;412;19;0;0;1;37;0;0;0;0;0;0.500505852656759;-0.383692514184919;-0.19697466640804;-0.151709551430603;4.03134407424102;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;1152;57;0;0;0.500382933153464;0;0;0;1482
4598;165;412;58;1;0;1;1;0;0;0;0;0;2.25503642526113;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;78;80;0;0;0.999227024864559;0;0;0;1483
4599;165;412;19;0;0;1;37;0;0;0;0;0;0.500505852656759;-0.383692514184919;-0.19697466640804;-0.151709551430603;4.03134407424102;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;1152;80;0;0;0.999227024864559;0;0;0;1484
4600;165;412;19;0;18;1;55;0;0;0;0;0;0.500505852656759;-0.383692514184919;8.88438507965137;-0.151709551430603;6.28087349980123;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;1496;58;0;0;0.726427417573783;0;0;0;1485
4601;165;412;3;0;0;1;3;0;0;0;0;0;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;153;42;0;0;0.700270668203628;0;0;0;1486
4602;165;412;4;0;0;1;4;0;0;0;0;0;-0.174313598344922;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.092793205952706;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;148;9;0.1;0;0.997054485501582;0;0;0;1487
4603;165;412;3;0;0;1;3;0;0;0;0;0;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;115;9;0.1;0;0.997054485501582;0;0;0;1488
4604;165;412;7;1;0;2;2;0;0;0;0;0;-0.039349708144586;-0.060551143590089;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;192;14;0;0;0.989762410697451;0;0;0;1489
4605;165;412;64;1;0;2;2;7;0;0;0;0;2.5249642056618;-0.060551143590089;-0.19697466640804;0.151994238147492;-0.342740919903841;0.150248389707343;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;230;63;0;0.1;0.956923618291962;0.7;0;1;1489
4606;165;412;44;8;0;9;9;35;1;0;2;2;-0.354265451945371;2.20143845057373;-0.19697466640804;2.27792076519416;0.532076078925131;-0.249038042669367;0.207884726246477;-0.187678161841789;0.557792903484934;-0.18289209037184;;1284;52;0;0.422222222222222;0.832785185283965;1;0.024096385542169;1;1489
4607;165;412;28;1;0;2;2;9;0;0;0;0;-0.354265451945371;-0.060551143590089;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;171;74;0;0.108433734939759;0.926807428224496;0.9;0;1;1489
4608;165;412;40;1;0;2;2;28;1;0;2;2;-0.354265451945371;-0.060551143590089;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.249038042669367;0.207884726246477;-0.187678161841789;0.557792903484934;-0.18289209037184;;176;12;0;0.72093023255814;0.954140303055834;1;0.024096385542169;1;1489
4609;165;412;3;0;0;1;3;0;0;0;0;0;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;200;47;0;0;0.788492846568306;0;0;0;1490
4610;165;412;3;0;0;1;3;0;0;0;0;3;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.003708217593614;;203;8;0.2;0;1;0;0;0;1491
4611;165;412;3;0;0;1;3;0;0;0;0;3;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.003708217593614;;203;8;0.2;0;1;0;0;0;1492
4612;165;412;3;0;0;1;3;0;0;0;0;3;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.003708217593614;;203;8;0.2;0;1;0;0;0;1493
4613;165;412;3;0;0;1;3;0;0;0;0;3;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.003708217593614;;209;8;0.2;0;1;0;0;0;1494
4614;165;412;3;0;0;1;3;0;0;0;0;3;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.003708217593614;;203;8;0.2;0;1;0;0;0;1495
4615;165;412;1;0;0;2;2;0;0;0;0;0;-0.309277488545259;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;182;7;0.3;0;0.707106781186547;0;0;0;1496
4616;165;412;2;0;0;1;2;0;0;0;0;0;-0.264289525145146;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;107;6;0.4;0;0.8;0;0;0;1497
4617;165;412;1;0;0;1;1;0;0;0;0;0;-0.309277488545259;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;45;5;0.5;0;0.948683298050513;0;0;0;1498
4618;165;412;2;0;0;1;2;1;0;0;1;1;-0.264289525145146;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.191997123758408;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;51;1;0.9;0.666666666666667;0.801783725737273;0.2;0.012048192771084;1;1498
4619;165;412;3;1;0;1;1;0;0;0;1;0;-0.219301561745034;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;51;6;0.4;0.142857142857143;0.872871560943969;0.1;0.012048192771084;1;1498
4620;165;412;5;0;0;1;5;0;0;0;0;0;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;238;11;0;0;0.905821627315677;0;0;0;1499
4621;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1500
4622;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1501
4623;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1502
4624;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1503
4625;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1504
4626;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1505
4627;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1506
4628;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1507
4629;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1508
4630;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1509
4631;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1510
4632;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;241;12;0;0;1;0;0;0;1511
4633;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1512
4634;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1513
4635;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1514
4636;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1515
4637;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1516
4638;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1517
4639;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1518
4640;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1519
4641;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1520
4642;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1521
4643;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1522
4644;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1523
4645;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1524
4646;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1525
4647;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1526
4648;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1527
4649;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1528
4650;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1529
4651;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;238;12;0;0;1;0;0;0;1530
4652;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1531
4653;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1532
4654;165;412;34;2;0;3;3;5;0;0;0;0;-0.354265451945371;0.262590227004742;-0.19697466640804;0.455698027725587;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;408;35;0;0.125;0.981877404107204;0.5;0;1;1532
4655;165;412;5;0;0;1;5;0;0;0;0;0;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;243;45;0;0;0.981877404107204;0;0;0;1533
4656;165;412;5;0;0;1;5;0;0;0;0;5;-0.12932563494481;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.032180651022861;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.376908833524523;;243;12;0;0;1;0;0;0;1534
4657;165;412;34;22;0;23;23;5;0;0;0;0;-0.354265451945371;6.72541763890136;-0.19697466640804;6.52977381928748;2.28171007658307;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;3994;75;0;0.0625;0.808076214103778;0.5;0;1;1534
4658;165;412;1;0;0;1;2;0;0;0;0;0;-0.309277488545259;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;145;81;0;0;0.860481517060815;0;0;0;1535
4659;165;412;9;0;0;1;9;1;0;0;1;2;0.050626218655638;-0.383692514184919;-0.19697466640804;-0.151709551430603;0.532076078925131;-0.191997123758408;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.18289209037184;;247;8;0.2;0.2;0.771516749810459;0.2;0.012048192771084;1;1535
4660;165;412;1;0;0;2;2;1;0;0;0;2;-0.309277488545259;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.191997123758408;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.18289209037184;;175;11;0;0.083333333333333;0.534522483824849;0.1;0;1;1535
4661;165;412;1;0;0;22;22;1;0;0;2;2;-0.309277488545259;-0.383692514184919;-0.19697466640804;6.22607002970939;2.15673621960751;-0.191997123758408;-0.302991629339198;-0.187678161841789;0.557792903484934;-0.18289209037184;;2059;20;0;0.130434782608696;0.848367780597815;0.3;0.024096385542169;1;1535
4662;165;412;1;0;0;1;0;0;0;0;0;0;-0.309277488545259;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.592688633854976;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;57;25;0;0;0.734708049749931;0;0;0;1536
4663;165;412;34;34;0;35;35;1;0;0;0;0;-0.354265451945371;10.6031140860393;-0.19697466640804;10.1742192942246;3.78139636028988;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;6148;103;0;0.009615384615385;0.820266884280442;0.1;0;1;1536
4664;165;412;1;0;0;2;1;0;0;0;0;0;-0.309277488545259;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;169;106;0;0;0.781932785297798;0;0;0;1537
4665;165;412;1;0;0;81;1;1;0;0;2;1;-0.309277488545259;-0.383692514184919;-0.19697466640804;24.144593614817;-0.467714776879408;-0.191997123758408;-0.302991629339198;-0.187678161841789;0.557792903484934;-0.369492398337294;;7469;79;0;0.036585365853659;0.899537129504948;0.3;0.024096385542169;1;1537
4666;165;412;1;0;0;1;1;1;0;0;0;1;-0.309277488545259;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.191997123758408;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.369492398337294;;72;82;0;0.012048192771084;0.591335506574713;0.1;0;0;1538
4667;165;412;4;1;0;2;2;1;0;0;0;0;-0.174313598344922;-0.060551143590089;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.191997123758408;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;234;7;0.3;0.125;0.861640436855329;0.1;0;1;1538
4668;165;412;3;0;0;1;3;0;0;0;0;0;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;161;11;0;0;0.943879807448539;0;0;0;1539
4669;165;412;3;0;0;1;3;0;0;0;0;3;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;0.003708217593614;;153;8;0.2;0;1;0;0;0;1540
4670;165;412;3;0;0;1;3;3;0;0;1;3;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.077915285936491;-0.302991629339198;-0.187678161841789;0.070762727156789;0.003708217593614;;153;0;1;1;0.707106781186547;0.4;0.012048192771084;1;1540
4671;165;412;3;0;0;1;3;3;0;0;1;3;-0.219301561745034;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.217767062928274;-0.077915285936491;-0.302991629339198;-0.187678161841789;0.070762727156789;0.003708217593614;;153;0;1;1;1;0.4;0.012048192771084;1;1540
