QuerySId;SessionSid;UsersId;NoP;NoS;NoA;NoT;NoAtt;NCP;NCS;NCA;NCT;NCAtt;zNoP;zNoS;zNoA;zNoT;zNoAtt;zNCP;zNCF;zNCA;zNCT;zNCAtt;NoQ;Length;RED;Edit index;Jackard index;Cosine index;Common fragments index;Common tables index;vote;ExplorationSid
308;13;354;3;0;1;1;3;3;0;1;1;3;-0.219301561745034;-0.383692514184919;0.307545319484149;-0.151709551430603;-0.217767062928274;-0.077915285936491;-0.302991629339198;0.735823051501478;0.070762727156789;0.003708217593614;;177;0;1;1;1;0.5;1;1;60
309;14;412;97;0;0;1;0;0;0;0;0;0;4.0095669978655;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.592688633854976;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;55;98;0;0;0;0;0;0;61
310;14;412;97;0;0;1;0;97;0;0;1;0;4.0095669978655;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.592688633854976;5.28393109169361;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;55;0;1;1;0.707106781186548;1;1;1;61
311;15;354;2;2;1;1;6;0;0;0;0;0;-0.264289525145146;0.262590227004742;0.307545319484149;-0.151709551430603;0.157154507998429;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;248;6;0.4;0;0;0;0;0;62
312;15;354;2;2;1;1;6;1;1;0;1;5;-0.264289525145146;0.262590227004742;0.307545319484149;-0.151709551430603;0.157154507998429;-0.191997123758408;0.207884726246477;-0.187678161841789;0.070762727156789;0.376908833524523;;248;6;0.4;0.333333333333333;0.877058019307029;0.3;1;1;62
313;16;267;1;0;1;1;0;0;0;0;0;0;-0.309277488545259;-0.383692514184919;0.307545319484149;-0.151709551430603;-0.592688633854976;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;69;3;0.7;0;0;0;0;0;63
314;16;267;1;0;1;1;0;0;0;0;1;0;-0.309277488545259;-0.383692514184919;0.307545319484149;-0.151709551430603;-0.592688633854976;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;140;4;0.6;0.2;0.866025403784439;0.1;1;1;63
315;16;267;2;0;2;1;0;1;0;1;1;0;-0.264289525145146;-0.383692514184919;0.812065305376339;-0.151709551430603;-0.592688633854976;-0.191997123758408;-0.302991629339198;0.735823051501478;0.070762727156789;-0.556092706302749;;105;2;0.8;0.6;0.866025403784439;0.3;1;1;63
316;17;1123;12;0;0;1;0;0;0;0;0;0;0.185590108855974;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.592688633854976;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;54;13;0;0;0;0;0;0;64
317;17;1123;12;0;0;1;0;12;0;0;1;0;0.185590108855974;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.592688633854976;0.435452984262135;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;54;0;1;1;0.707106781186547;1;1;1;64
318;17;1123;2;0;0;1;2;0;0;0;1;0;-0.264289525145146;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;87;14;0;0.066666666666667;0.623302291930999;0.1;1;1;64
319;17;1123;2;0;0;1;2;2;0;0;1;2;-0.264289525145146;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.13495620484745;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.18289209037184;;94;0;1;1;0.774596669241484;0.3;1;1;64
320;17;1123;2;0;0;1;2;2;0;0;1;2;-0.264289525145146;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.13495620484745;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.18289209037184;;115;0;1;1;1;0.3;1;1;64
321;18;823;9;0;0;1;1;0;0;0;0;0;0.050626218655638;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;58;10;0;0;0;0;0;0;65
322;18;823;9;0;0;1;1;9;0;0;1;1;0.050626218655638;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;65;0;1;1;0.707106781186547;1;1;1;65
323;18;823;9;1;0;1;1;9;0;0;1;1;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;63;1;0.9;0.909090909090909;0.996965091635306;1;1;1;65
324;18;823;9;1;0;1;1;9;0;0;1;1;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;67;2;0.8;0.833333333333333;1;1;1;1;65
325;18;823;9;2;0;1;1;9;1;0;1;1;0.050626218655638;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;0.207884726246477;-0.187678161841789;0.070762727156789;-0.369492398337294;;82;1;0.9;0.916666666666667;0.994083267160099;1;1;1;65
326;18;823;9;1;0;1;1;9;0;0;1;1;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;78;3;0.7;0.769230769230769;0.994083267160099;1;1;1;65
327;18;823;9;1;0;1;1;9;0;0;1;1;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;65;2;0.8;0.833333333333333;1;1;1;1;65
328;18;823;9;1;0;1;1;9;1;0;1;1;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;0.207884726246477;-0.187678161841789;0.070762727156789;-0.369492398337294;;71;0;1;1;0.996983401875105;1;1;1;65
329;18;823;9;1;0;1;1;9;0;0;1;1;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;111;2;0.8;0.833333333333333;0.996983401875105;1;1;1;65
330;18;823;9;1;0;1;1;9;0;0;1;1;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;121;2;0.8;0.833333333333333;1;1;1;1;65
331;18;823;9;1;0;1;1;9;0;0;1;1;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;122;2;0.8;0.833333333333333;1;1;1;1;65
332;18;823;9;1;0;1;1;9;0;0;1;1;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;58;2;0.8;0.833333333333333;1;1;1;1;65
333;18;823;9;1;0;1;1;9;1;0;1;1;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;0.207884726246477;-0.187678161841789;0.070762727156789;-0.369492398337294;;64;0;1;1;0.996983401875105;1;1;1;65
334;18;823;9;1;0;1;1;9;0;0;1;1;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;83;2;0.8;0.833333333333333;0.996983401875105;1;1;1;65
335;18;823;9;0;0;1;1;9;0;0;1;1;0.050626218655638;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;106;1;0.9;0.909090909090909;0.996965091635306;1;1;1;65
336;18;823;9;0;0;1;1;9;0;0;1;1;0.050626218655638;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;107;0;1;1;1;1;1;1;65
337;18;823;9;2;0;1;1;9;0;0;1;1;0.050626218655638;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;101;2;0.8;0.833333333333333;0.988023520059354;1;1;1;65
338;18;823;9;1;0;1;1;9;0;0;1;1;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;172;3;0.7;0.769230769230769;0.997037458716418;1;1;1;65
339;18;823;1;1;0;1;1;0;1;0;1;1;-0.309277488545259;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;0.207884726246477;-0.187678161841789;0.070762727156789;-0.369492398337294;;156;10;0;0.166666666666667;0.417786374293675;0.2;1;1;65
340;18;823;1;2;0;1;1;1;0;0;1;1;-0.309277488545259;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.191997123758408;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;217;3;0.7;0.4;0.790569415042095;0.2;1;1;65
341;18;823;9;0;0;1;0;0;0;0;1;0;0.050626218655638;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.592688633854976;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;215;12;0;0.076923076923077;0.426882789138483;0.1;1;1;65
342;18;823;9;0;0;1;1;9;0;0;1;0;0.050626218655638;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.26433022752926;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;235;0;1;1;0.711405342245621;1;1;1;65
343;18;823;1;2;0;1;2;1;0;0;1;1;-0.309277488545259;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.191997123758408;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;277;10;0;0.166666666666667;0.552157630374233;0.2;1;1;65
344;18;823;1;2;0;1;2;1;2;0;1;2;-0.309277488545259;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.191997123758408;0.718761081832151;-0.187678161841789;0.070762727156789;-0.18289209037184;;297;0;1;1;0.816496580927726;0.4;1;1;65
345;18;823;1;2;0;1;2;0;2;0;1;1;-0.309277488545259;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.249038042669367;0.718761081832151;-0.187678161841789;0.070762727156789;-0.369492398337294;;327;2;0.8;0.6;0.957427107756338;0.3;1;1;65
346;18;823;1;0;0;1;1;0;0;0;1;1;-0.309277488545259;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;69;4;0.6;0.2;0.522232967867094;0.1;1;1;65
347;18;823;1;1;0;1;1;1;0;0;1;1;-0.309277488545259;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.191997123758408;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;109;1;0.9;0.666666666666667;0.774596669241483;0.2;1;1;65
348;18;823;1;1;0;1;1;1;0;0;1;1;-0.309277488545259;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.191997123758408;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;126;2;0.8;0.5;1;0.2;1;1;65
349;18;823;12;1;0;1;1;0;0;0;0;0;0.185590108855974;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;84;17;0;0;0.518163247138324;0;0;0;66
350;18;823;1;2;0;1;2;0;0;0;0;0;-0.309277488545259;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;147;18;0;0;0.506803033799615;0;0;0;67
351;18;823;1;2;0;1;1;1;2;0;1;1;-0.309277488545259;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.191997123758408;0.718761081832151;-0.187678161841789;0.070762727156789;-0.369492398337294;;147;0;1;1;0.707106781186548;0.4;1;1;67
352;18;823;1;2;0;1;1;1;2;0;1;1;-0.309277488545259;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.191997123758408;0.718761081832151;-0.187678161841789;0.070762727156789;-0.369492398337294;;140;0;1;1;1;0.4;1;1;67
353;18;823;1;2;0;1;1;1;1;0;1;1;-0.309277488545259;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.191997123758408;0.207884726246477;-0.187678161841789;0.070762727156789;-0.369492398337294;;125;2;0.8;0.6;0.962250448649376;0.3;1;1;67
354;18;823;12;1;0;1;1;0;0;0;0;0;0.185590108855974;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;86;18;0;0;0.413802944301184;0;0;0;68
355;18;823;12;1;0;1;1;12;1;0;1;1;0.185590108855974;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.435452984262135;0.207884726246477;-0.187678161841789;0.070762727156789;-0.369492398337294;;106;0;1;1;0.707106781186547;1;1;1;68
356;18;823;9;1;0;1;1;1;0;0;0;0;0.050626218655638;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.191997123758408;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;112;23;0;0.041666666666667;0.778984402464165;0.1;0;1;68
357;19;354;1;2;0;2;1;0;0;0;0;0;-0.309277488545259;0.262590227004742;-0.19697466640804;0.151994238147492;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;117;5;0.5;0;0;0;0;0;69
358;19;354;1;2;0;1;1;1;2;0;0;1;-0.309277488545259;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.191997123758408;0.718761081832151;-0.187678161841789;-0.416267449171356;-0.369492398337294;;92;3;0.7;0.5;0.703526470681448;0.3;0;1;69
359;19;354;1;2;0;1;1;1;2;0;1;1;-0.309277488545259;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.191997123758408;0.718761081832151;-0.187678161841789;0.070762727156789;-0.369492398337294;;92;0;1;1;0.957427107756338;0.4;0.5;1;69
360;19;354;1;1;0;1;2;1;0;0;1;1;-0.309277488545259;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.191997123758408;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;123;3;0.7;0.4;0.774596669241484;0.2;0.5;1;69
361;19;354;1;1;0;1;2;1;1;0;1;2;-0.309277488545259;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.191997123758408;0.207884726246477;-0.187678161841789;0.070762727156789;-0.18289209037184;;123;0;1;1;0.912870929175277;0.3;0.5;1;69
362;19;354;1;2;0;1;1;1;0;0;1;1;-0.309277488545259;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.191997123758408;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;92;3;0.7;0.4;0.866025403784439;0.2;0.5;1;69
363;20;1045;2;0;0;1;2;0;0;0;0;0;-0.264289525145146;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;162;3;0.7;0;0;0;0;0;70
364;21;354;1;0;1;1;3;0;0;0;0;0;-0.309277488545259;-0.383692514184919;0.307545319484149;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;160;3;0.7;0;0;0;0;0;71
365;21;354;2;1;1;2;3;0;0;0;1;0;-0.264289525145146;-0.060551143590089;0.307545319484149;0.151994238147492;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;144;7;0.3;0.125;0.870388279778489;0.1;0.5;1;71
366;21;354;2;1;1;2;4;1;1;1;1;3;-0.264289525145146;-0.060551143590089;0.307545319484149;0.151994238147492;-0.092793205952706;-0.191997123758408;0.207884726246477;0.735823051501478;0.070762727156789;0.003708217593614;;169;4;0.6;0.5;0.886405260427918;0.4;0.5;1;71
367;21;354;2;0;0;1;2;0;0;0;0;0;-0.354265451945371;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;89;9;0.1;0;0.717137165600636;0;0;0;72
368;22;412;14;1;0;1;1;0;0;0;0;0;0.275566035656198;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;94;16;0;0;0;0;0;0;73
369;22;412;14;2;0;1;1;14;1;0;1;1;0.275566035656198;0.262590227004742;-0.19697466640804;-0.151709551430603;-0.467714776879408;0.549534822084052;0.207884726246477;-0.187678161841789;0.070762727156789;-0.369492398337294;;111;1;0.9;0.941176470588235;0.708001264645392;1;1;1;73
370;22;412;1;1;0;1;1;0;0;0;1;1;-0.309277488545259;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.369492398337294;;112;18;0;0.052631578947369;0.450563556889583;0.1;1;1;73
371;22;412;1;1;0;1;2;0;1;0;1;1;-0.309277488545259;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.249038042669367;0.207884726246477;-0.187678161841789;0.070762727156789;-0.369492398337294;;132;2;0.8;0.5;0.894427190999916;0.2;1;1;73
372;22;412;1;1;0;1;2;1;1;0;1;2;-0.309277488545259;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.342740919903841;-0.191997123758408;0.207884726246477;-0.187678161841789;0.070762727156789;-0.18289209037184;;137;0;1;1;0.912870929175277;0.3;1;1;73
373;22;412;14;1;0;1;1;0;0;0;1;0;0.275566035656198;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;95;17;0;0.055555555555556;0.491979218147248;0.1;1;1;73
374;22;412;2;0;0;1;1;0;0;0;0;0;-0.264289525145146;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;194;19;0;0;0.91936180617495;0;0;0;74
375;23;354;1;0;1;1;1;0;0;0;0;0;-0.309277488545259;-0.383692514184919;0.307545319484149;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;60;3;0.7;0;0;0;0;0;75
376;24;33;2;1;1;1;7;0;0;0;0;0;-0.264289525145146;-0.060551143590089;0.307545319484149;-0.151709551430603;0.282128364973996;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;149;5;0.5;0;0;0;0;0;76
377;24;33;2;1;1;2;8;2;1;1;0;7;-0.264289525145146;-0.060551143590089;0.307545319484149;0.151994238147492;0.407102221949563;-0.13495620484745;0.207884726246477;0.735823051501478;-0.416267449171356;0.750109449455431;;174;3;0.7;0.571428571428571;0.755928946018454;0.4;0;1;76
378;24;33;2;1;1;2;8;2;1;1;2;8;-0.264289525145146;-0.060551143590089;0.307545319484149;0.151994238147492;0.407102221949563;-0.13495620484745;0.207884726246477;0.735823051501478;0.557792903484934;0.936709757420886;;174;0;1;1;0.894427190999916;0.6;1;1;76
379;24;33;2;1;1;2;8;2;0;1;2;6;-0.264289525145146;-0.060551143590089;0.307545319484149;0.151994238147492;0.407102221949563;-0.13495620484745;-0.302991629339198;0.735823051501478;0.557792903484934;0.563509141489977;;208;2;0.8;0.714285714285714;0.974679434480896;0.5;1;1;76
380;24;33;2;1;1;2;8;2;0;1;2;6;-0.264289525145146;-0.060551143590089;0.307545319484149;0.151994238147492;0.407102221949563;-0.13495620484745;-0.302991629339198;0.735823051501478;0.557792903484934;0.563509141489977;;212;2;0.8;0.714285714285714;1;0.5;1;1;76
381;24;33;2;1;1;2;8;2;1;1;2;8;-0.264289525145146;-0.060551143590089;0.307545319484149;0.151994238147492;0.407102221949563;-0.13495620484745;0.207884726246477;0.735823051501478;0.557792903484934;0.936709757420886;;212;0;1;1;0.974679434480896;0.6;1;1;76
382;25;354;3;1;0;1;4;0;0;0;0;0;-0.219301561745034;-0.060551143590089;-0.19697466640804;-0.151709551430603;-0.092793205952706;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;120;5;0.5;0;0;0;0;0;77
383;25;354;7;0;0;2;2;2;0;0;0;2;-0.354265451945371;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.18289209037184;;143;10;0;0.166666666666667;0.918531523405502;0.2;0;1;77
384;25;354;3;0;0;2;2;0;0;0;2;2;-0.219301561745034;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.557792903484934;-0.18289209037184;;133;10;0;0.166666666666667;0.803115707754044;0.2;1;1;77
385;25;354;3;0;0;2;2;3;0;0;2;2;-0.219301561745034;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.077915285936491;-0.302991629339198;-0.187678161841789;0.557792903484934;-0.18289209037184;;225;0;1;1;0.80860754006264;0.5;1;1;77
386;25;354;3;0;0;2;2;3;0;0;2;2;-0.219301561745034;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.077915285936491;-0.302991629339198;-0.187678161841789;0.557792903484934;-0.18289209037184;;279;0;1;1;1;0.5;1;1;77
387;25;354;3;0;0;2;2;3;0;0;2;2;-0.219301561745034;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.077915285936491;-0.302991629339198;-0.187678161841789;0.557792903484934;-0.18289209037184;;301;0;1;1;1;0.5;1;1;77
388;25;354;3;0;0;2;2;3;0;0;2;2;-0.219301561745034;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.077915285936491;-0.302991629339198;-0.187678161841789;0.557792903484934;-0.18289209037184;;279;0;1;1;1;0.5;1;1;77
389;25;354;3;0;0;2;2;3;0;0;2;2;-0.219301561745034;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.077915285936491;-0.302991629339198;-0.187678161841789;0.557792903484934;-0.18289209037184;;301;0;1;1;1;0.5;1;1;77
390;25;354;23;0;0;2;0;1;0;0;2;0;0.680457706257207;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.592688633854976;-0.191997123758408;-0.302991629339198;-0.187678161841789;0.557792903484934;-0.556092706302749;;79;24;0;0.111111111111111;0.676413357367916;0.3;1;1;77
391;25;354;3;0;0;2;2;1;0;0;2;0;-0.219301561745034;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.191997123758408;-0.302991629339198;-0.187678161841789;0.557792903484934;-0.556092706302749;;297;24;0;0.111111111111111;0.7926239891046;0.3;1;1;77
392;25;354;3;0;0;2;2;3;0;0;2;2;-0.219301561745034;-0.383692514184919;-0.19697466640804;0.151994238147492;-0.342740919903841;-0.077915285936491;-0.302991629339198;-0.187678161841789;0.557792903484934;-0.18289209037184;;301;0;1;1;0.924500327042049;0.5;1;1;77
393;25;354;9;2;0;1;6;0;0;0;0;0;0.050626218655638;0.262590227004742;-0.19697466640804;-0.151709551430603;0.157154507998429;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;280;17;0;0;0.613284654934829;0;0;0;78
394;25;354;9;3;0;1;6;9;2;0;1;6;0.050626218655638;0.585731597599573;-0.19697466640804;-0.151709551430603;0.157154507998429;0.26433022752926;0.718761081832151;-0.187678161841789;0.070762727156789;0.563509141489977;;314;1;0.9;0.923076923076923;0.71325826586867;1;0.5;1;78
395;25;354;9;2;0;1;6;9;1;0;1;6;0.050626218655638;0.262590227004742;-0.19697466640804;-0.151709551430603;0.157154507998429;0.26433022752926;0.207884726246477;-0.187678161841789;0.070762727156789;0.563509141489977;;314;3;0.7;0.785714285714286;0.994485513972974;1;0.5;1;78
396;26;1123;1;1;1;1;1;0;0;0;0;0;-0.309277488545259;-0.060551143590089;0.307545319484149;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;78;4;0.6;0;0;0;0;0;79
397;26;1123;1;1;1;1;1;0;1;0;1;1;-0.309277488545259;-0.060551143590089;0.307545319484149;-0.151709551430603;-0.467714776879408;-0.249038042669367;0.207884726246477;-0.187678161841789;0.070762727156789;-0.369492398337294;;93;4;0.6;0.333333333333333;0.816496580927726;0.2;1;1;79
398;26;1123;1;2;1;1;3;0;0;0;0;1;-0.309277488545259;0.262590227004742;0.307545319484149;-0.151709551430603;-0.217767062928274;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.369492398337294;;159;9;0.1;0;0.77151674981046;0;0;0;80
399;26;1123;1;0;1;1;1;0;0;0;0;0;-0.309277488545259;-0.383692514184919;0.307545319484149;-0.151709551430603;-0.467714776879408;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;55;8;0.2;0;0.654653670707977;0;0;0;81
400;26;1123;9;0;0;1;0;0;0;0;0;0;-0.354265451945371;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.592688633854976;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;97;13;0;0;0.637576713063338;0;0;0;82
401;26;1123;7;0;0;1;0;6;0;0;1;0;-0.354265451945371;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.592688633854976;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;97;4;0.6;0.636363636363636;0.757728149415102;0.7;1;1;82
402;26;1123;7;0;0;1;0;6;0;0;1;0;-0.354265451945371;-0.383692514184919;-0.19697466640804;-0.151709551430603;-0.592688633854976;-0.249038042669367;-0.302991629339198;-0.187678161841789;0.070762727156789;-0.556092706302749;;97;2;0.8;0.777777777777778;1;0.7;1;1;82
403;26;1123;11;1;0;1;11;0;0;0;0;0;0.140602145455862;-0.060551143590089;-0.19697466640804;-0.151709551430603;0.782023792876266;-0.249038042669367;-0.302991629339198;-0.187678161841789;-0.416267449171356;-0.556092706302749;;497;21;0;0;0.754019227735464;0;0;0;83
404;26;1123;11;1;0;1;11;11;1;0;1;11;0.140602145455862;-0.060551143590089;-0.19697466640804;-0.151709551430603;0.782023792876266;0.378412065351177;0.207884726246477;-0.187678161841789;0.070762727156789;1.49651068131725;;497;0;1;1;0.707106781186548;1;1;1;83
